,total_sqft,bhk,baths,prices_lakh,area_ Built-up Area,area_ Carpet Area,area_ Plot Area,area_ Super built-up Area,price_per_sqft,Burari,Dilshad Colony,Dilshad Garden,Dwarka Mor,Hari Nagar,Laxmi Nagar,Mahavir Enclave,Mehrauli,Mohan Garden,Om Vihar,Paschim Vihar,Pitampura,Sector 16 Rohini,Sector 22 Rohini,Shahadra,Tilak Nagar,Uttam Nagar,Vikas Puri,Vishnu Garden
551,450.0,1.0,1.0,22.0,1,0,0,0,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,910.0,1.0,1.0,135.0,0,0,1,0,14835.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,350.0,1.0,1.0,30.0,1,0,0,0,8571.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,900.0,2.0,2.0,140.0,0,1,0,0,15555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,312.0,1.0,1.0,25.0,0,0,0,1,8012.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,720.0,2.0,2.0,64.0,1,0,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,850.0,2.0,2.0,135.0,0,1,0,0,15882.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,301.0,1.0,1.0,24.0,0,0,0,1,7973.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,550.0,1.0,1.0,55.0,0,1,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,828.0,2.0,2.0,95.0,0,1,0,0,11473.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,950.0,2.0,2.0,95.0,1,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,333.0,1.0,1.0,13.95,0,1,0,0,4189.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,550.0,1.0,1.0,1.08,0,1,0,0,196.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,310.0,1.0,1.0,25.0,0,1,0,0,8064.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,301.0,1.0,1.0,29.0,0,1,0,0,9634.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,500.0,1.0,1.0,44.1,0,0,0,1,8820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,900.0,3.0,2.0,75.0,1,0,0,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,680.0,2.0,2.0,56.0,0,1,0,0,8235.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,450.0,1.0,1.0,15.0,0,1,0,0,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,900.0,1.0,1.0,80.0,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,800.0,2.0,2.0,77.0,0,0,0,1,9625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,450.0,1.0,1.0,35.0,0,1,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,648.0,2.0,2.0,60.0,0,1,0,0,9259.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,650.0,2.0,2.0,50.0,0,1,0,0,7692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,450.0,1.0,1.0,16.5,0,1,0,0,3666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,405.0,1.0,1.0,12.0,0,1,0,0,2962.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,900.0,2.0,2.0,120.0,1,0,0,0,13333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,480.0,1.0,1.0,20.0,0,1,0,0,4166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,445.0,1.0,1.0,24.0,0,1,0,0,5393.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,534.0,1.0,1.0,50.0,0,1,0,0,9363.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,980.0,3.0,2.0,175.0,0,0,0,1,17857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,500.0,1.0,1.0,25.0,0,0,1,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,350.0,1.0,1.0,25.0,0,0,0,1,7142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,645.0,2.0,2.0,52.0,0,1,0,0,8062.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,700.0,2.0,2.0,60.0,0,1,0,0,8571.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,893.0,2.0,2.0,100.0,0,1,0,0,11198.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,750.0,2.0,1.0,80.0,0,0,0,1,10666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,360.0,1.0,1.0,15.5,0,1,0,0,4305.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,450.0,1.0,1.0,17.25,0,0,0,1,3833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,450.0,1.0,1.0,14.0,0,1,0,0,3111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,750.0,2.0,2.0,55.0,1,0,0,0,7333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,535.0,1.0,1.0,30.0,0,1,0,0,5607.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,720.0,1.0,1.0,55.0,0,1,0,0,7638.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,800.0,1.0,1.0,15.0,0,0,0,1,1875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,600.0,2.0,2.0,60.0,0,0,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,405.0,1.0,1.0,22.5,0,1,0,0,5555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,900.0,3.0,2.0,75.0,0,1,0,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,800.0,1.0,1.0,40.0,0,1,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,450.0,1.0,1.0,28.0,0,0,0,1,6222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,625.0,1.0,2.0,40.0,0,1,0,0,6400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,480.0,1.0,1.0,21.0,0,1,0,0,4375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,750.0,2.0,2.0,70.0,0,1,0,0,9333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,713.0,2.0,2.0,105.0,0,1,0,0,14726.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,450.0,1.0,1.0,12.5,0,1,0,0,2777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,900.0,2.0,2.0,110.0,0,1,0,0,12222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,990.0,3.0,2.0,90.0,1,0,0,0,9090.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,645.0,2.0,2.0,75.0,1,0,0,0,11627.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,900.0,1.0,1.0,39.5,0,1,0,0,4388.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,600.0,2.0,2.0,58.0,0,1,0,0,9666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,600.0,2.0,2.0,65.0,0,1,0,0,10833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,950.0,3.0,2.0,95.0,0,1,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,802.0,2.0,2.0,65.0,1,0,0,0,8104.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,300.0,1.0,2.0,42.0,1,0,0,0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,344.0,1.0,1.0,21.0,0,1,0,0,6104.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,900.0,2.0,2.0,135.0,0,1,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,900.0,2.0,2.0,100.0,0,0,0,1,11111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,450.0,1.0,1.0,16.75,1,0,0,0,3722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,850.0,2.0,2.0,85.0,1,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,760.0,2.0,2.0,115.0,0,1,0,0,15131.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,900.0,2.0,2.0,135.0,0,1,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,700.0,1.0,1.0,30.0,0,0,0,1,4285.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,387.0,1.0,1.0,24.0,0,1,0,0,6201.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,360.0,1.0,1.0,17.0,0,1,0,0,4722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,945.0,3.0,2.0,100.0,0,0,0,1,10582.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,400.0,1.0,1.0,19.5,1,0,0,0,4875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,900.0,3.0,1.0,90.0,1,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,753.0,2.0,2.0,80.0,1,0,0,0,10624.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,990.0,3.0,2.0,105.0,1,0,0,0,10606.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,450.0,1.0,1.0,18.0,1,0,0,0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,900.0,2.0,2.0,75.0,0,0,0,1,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,640.0,2.0,1.0,55.0,0,1,0,0,8593.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,540.0,1.0,1.0,40.0,1,0,0,0,7407.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,720.0,2.0,2.0,75.0,0,1,0,0,10416.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,945.0,2.0,2.0,155.0,0,1,0,0,16402.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,470.0,1.0,1.0,32.0,0,0,0,1,6808.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,495.0,1.0,1.0,19.5,0,0,0,1,3939.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,560.0,1.0,2.0,18.0,0,1,0,0,3214.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,360.0,1.0,2.0,15.0,1,0,0,0,4166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,960.0,3.0,3.0,145.0,1,0,0,0,15104.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,450.0,1.0,1.0,21.0,0,1,0,0,4666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,760.0,2.0,2.0,200.0,1,0,0,0,26315.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,405.0,1.0,1.0,20.5,0,1,0,0,5061.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,405.0,1.0,1.0,21.0,0,1,0,0,5185.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,602.0,1.0,1.0,66.0,0,1,0,0,10963.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,900.0,2.0,2.0,70.0,0,1,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,800.0,1.0,2.0,110.0,0,1,0,0,13750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,500.0,1.0,1.0,30.0,1,0,0,0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,890.0,2.0,2.0,110.0,1,0,0,0,12359.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,400.0,1.0,1.0,22.0,0,1,0,0,5500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,900.0,2.0,2.0,84.5,0,0,0,1,9388.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,980.0,3.0,2.0,110.0,0,1,0,0,11224.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,900.0,3.0,3.0,130.0,0,1,0,0,14444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,675.0,2.0,2.0,55.0,0,1,0,0,8148.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,900.0,2.0,2.0,90.0,0,0,0,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,900.0,2.0,2.0,99.8,0,1,0,0,11088.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,810.0,2.0,2.0,95.0,0,0,0,1,11728.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,750.0,2.0,2.0,85.0,1,0,0,0,11333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,900.0,2.0,2.0,125.0,1,0,0,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,753.0,2.0,1.0,120.0,0,1,0,0,15936.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,500.0,1.0,2.0,45.0,0,0,1,0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,675.0,2.0,1.0,55.0,0,1,0,0,8148.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,900.0,3.0,3.0,75.0,0,0,1,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,900.0,2.0,2.0,120.0,0,1,0,0,13333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,900.0,2.0,2.0,95.0,1,0,0,0,10555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,945.0,2.0,2.0,90.0,0,1,0,0,9523.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,334.0,1.0,1.0,18.0,0,0,0,1,5389.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,750.0,2.0,2.0,58.5,1,0,0,0,7800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,600.0,1.0,1.0,15.0,0,0,0,1,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,450.0,1.0,1.0,30.0,1,0,0,0,6666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,460.0,1.0,1.0,11.0,0,1,0,0,2391.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,675.0,2.0,2.0,80.0,0,1,0,0,11851.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,340.0,1.0,1.0,12.3,0,1,0,0,3617.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,800.0,2.0,2.0,60.0,1,0,0,0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,500.0,1.0,1.0,28.0,0,1,0,0,5600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,753.0,2.0,2.0,82.0,0,1,0,0,10889.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,480.0,1.0,1.0,46.0,0,1,0,0,9583.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,500.0,1.0,1.0,50.0,0,0,0,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
